date,url quantity,rua geraldo barbosa,avenida dos expedicionarios,rua joao carvalho,avenida conselheiro lafaiete,tunel da avenida rogaciano leite,avenida washington soares,avenida alberto sa,avenida heraclito graca,avenida jose bastos,avenida desembargador moreira,urls
2021-04-27 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://previsaodotempo.net.br/vai-chover-amanha/esperanca-pb', 'https://www.academia.edu/45507737/GEOGRAFIA_EM_FOCO_teorias_e_pr%C3%A1ticas_ORGANIZADORES_GEOGRAFIA_FOCO_EM_TEORIAS_E_PR%C3%81TICAS']"
2021-04-28 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://vozdabahia.com.br/saj-as-pessoas-tem-uma-resistencia-para-sair-da-sua-moradia-afirma-secretaria-sobre-risco-de-desabamento-durante-periodo-chuvoso/']
2021-04-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-04-30 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.folhape.com.br/noticias/chuva-alaga-vias-no-recife-nesta-sexta-feira-30/181945/', 'https://noticias-do-brasil.com/pernambuco/2021/04/30/ruas-e-avenidas-ficam-alagadas-devido-a-chuvas-no-grande-recife.html', 'https://www.aregiao.com.br/noticias2/04-01-2021_04-30-2021.html']"
2021-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-03 00:00:00,6,0,0,0,0,0,0,0,3,1,0,"['https://diariodonordeste.verdesmares.com.br/metro/fortaleza-registra-forte-chuva-e-pontos-de-alagamento-nesta-segunda-feira-3-1.3080760', 'https://www.youtube.com/watch?v=PU-XIZ6eOrc', 'https://www.youtube.com/watch?v=PU-XIZ6eOrc', 'https://g1.globo.com/ce/ceara/noticia/2021/05/03/fortaleza-amanhece-com-chuva-e-ruas-alagadas-nesta-segunda-feira.ghtml', 'https://gcmais.com.br/noticias/fortaleza/2021/05/03/fortaleza-registra-fortes-chuvas-e-alagamentos-na-manha-desta-segunda-feira-3/', 'https://gcmais.com.br/noticias/fortaleza/2021/05/03/medica-e-resgatada-do-proprio-carro-apos-ficar-presa-em-alagamento-em-fortaleza/']"
2021-05-04 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/ce/ceara/noticia/2021/05/04/raio-atinge-duplex-e-provoca-buracos-no-teto-e-na-parede-da-residencia-no-vila-velha-em-fortaleza.ghtml', 'https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/6973/pecem-ce/', 'https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/3806/jacui-mg/']"
2021-05-05 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/ce/ceara/noticia/2021/05/05/chuva-desde-a-madrugada-alaga-ruas-em-fortaleza-temperatura-chegou-a-23.ghtml', 'https://www.folhape.com.br/noticias/recife-registra-pontos-de-alagamento-em-dia-de-fortes-chuvas/182465/', 'https://www.tuacarreira.com/como-se-tornar-entregador-do-rappi/']"
2021-05-06 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://www.tempo.com/noticias/actualidade/chuvas-alagam-diversas-cidades-no-nordeste-alerta-inmet.html', 'https://www.climatempo.com.br/noticia/2021/05/06/frio-aumenta-no-sul-calor-predomina-no-sudeste-e-centro-oeste-9640', 'https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/969/caucaia-ce/']"
2021-05-07 00:00:00,6,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/ce/ceara/noticia/2021/05/07/chuva-na-madrugada-transborda-o-rio-maranguapinho-e-alaga-ruas-e-casas-em-fortaleza-e-na-regiao-metropolitana.ghtml', 'https://g1.globo.com/ce/ceara/noticia/2021/05/07/defesa-civil-recebe-57-chamados-durante-chuva-em-fortaleza.ghtml', 'https://diariodonordeste.verdesmares.com.br/metro/rio-maranguapinho-transborda-e-deixa-moradores-de-bairros-de-fortaleza-em-alerta-veja-imagens-1.3082753', 'https://jornaldosmunicipios.com.br/noticias/municipios/fortaleza/chuva-na-madrugada-transborda-o-rio-maranguapinho-e-alaga-ruas-e-casas-em-fortaleza-e-na-regiao-metropolitana/', 'https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/5510/novotriunfo-ba', 'https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/3041/quinzedenovembro-rs/']"
2021-05-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-09 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://diariodonordeste.verdesmares.com.br/regiao/primeira-semana-de-maio-registra-quase-a-metade-de-todo-volume-medio-de-chuva-para-o-mes-no-ceara-1.3083652', 'https://www.manaus.am.gov.br/noticia-tag/supermercado-coema/']"
2021-05-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-11 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/3767/guimarania-mg/']
2021-05-12 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.climatempo.com.br/noticia/2021/05/12/risco-de-chuva-forte-em-varias-capitais-9757', 'https://agroclima.climatempo.com.br/previsao-do-tempo/15-dias/cidade/2718/fortalezadosnogueiras-ma/']"
2021-05-13 00:00:00,5,0,0,0,0,0,0,0,0,0,0,"['https://portalcorreio.com.br/chuva-forte-na-grande-joao-pessoa-afeta-transito-e-acende-alerta-para-ocorrencias/', 'https://www.climatempo.com.br/noticia/2021/05/13/atencao-para-muita-chuva-no-litoral-do-ce-rn-pb-e-pe-9772', 'https://www.gazetaweb.com/noticias/geral/pancadas-de-chuvas-podem-atingir-o-litoral-e-zona-da-mata-de-alagoas-ate-esta-sexta-diz-aviso-da-sala-de-alerta/', 'https://jc.ne10.uol.com.br/pernambuco/2021/05/12123694-secretario-da-defesa-civil-do-recife-orienta-que-populacao-evite-sair-de-casa-durante-fortes-chuvas.html', 'https://www.manaus.am.gov.br/noticia-tag/estudo-de-impacto-de-vizinhanca/']"
2021-05-14 00:00:00,10,0,0,0,0,0,0,0,0,0,0,"['https://g1.globo.com/ce/ceara/noticia/2021/05/14/ruas-ficam-alagadas-e-arvores-sao-derrubadas-durante-terceiro-dia-de-chuvas-intensas-em-fortaleza.ghtml', 'https://diariodonordeste.verdesmares.com.br/regiao/chuvas-causam-deslizamentos-no-macico-do-baturite-e-proximo-a-falesias-na-praia-de-morro-branco-1.3085942', 'https://diariodonordeste.verdesmares.com.br/ultima-hora/pe/chuvas-em-recife-causam-inundacoes-em-casas-e-vias-inmet-emite-alerta-vermelho-1.3085725', 'https://www.folhape.com.br/noticias/fortes-chuvas-causam-mais-um-dia-de-alagamentos-e-transtornos-na-rmr/183622/', 'https://www.climatempo.com.br/noticia/2021/05/14/chuva-diminui-no-litoral-de-pe-e-da-pb-e-aumenta-entre-rn-e-ma-9801', 'https://www.climatempo.com.br/noticia/2021/05/14/ar-seco-predomina-sobre-o-brasil-e-ainda-faz-frio-no-sul-9792', 'https://www.facebook.com/jornaljangadeiro/videos/jornal-jangadeiro-1%C2%AA-edi%C3%A7%C3%A3o-14052021-com-juliao-junior/234408748482009/', 'https://www.facebook.com/jornaljangadeiro/videos/jornal-jangadeiro-1%C2%AA-edi%C3%A7%C3%A3o-14052021-com-juliao-junior/234408748482009/', 'https://issuu.com/abarriguda/docs/lentilha', 'https://issuu.com/abarriguda/docs/livro_moringa']"
2021-05-15 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.climatempo.com.br/noticia/2021/05/15/atencao-para-muita-chuva-em-capitais-do-norte-e-nordeste-9809']
2021-05-16 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://aulete.com.br/corrente']
2021-05-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-18 00:00:00,2,0,0,0,0,0,0,0,0,0,0,"['https://www.manaus.am.gov.br/noticia-tag/creche-magdalena-arce-daou/', 'https://portalararasdenoticias.com.br/viuva-de-mc-kevin-chora-abracada-sobre-caixao-e-consola-mae-do-cantor-em-velorio/']"
2021-05-19 00:00:00,3,0,0,0,0,0,0,0,0,0,0,"['https://aulete.com.br/grande', 'https://www.manaus.am.gov.br/noticia-tag/sidia-instituto-de-ciencia-e-tecnologia/', 'https://www.livrosgratis.com.br/ler-livro-online-41340/manual-de-desastres--desastres-naturais']"
2021-05-20 00:00:00,1,0,0,0,0,0,0,0,0,0,0,['https://www.climatempo.com.br/noticia/2021/05/20/previsao-de-chuva-para-o-norte-e-para-o-rio-grande-do-sul-9914']
2021-05-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
2021-05-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,[]
